,item_name,url
0,"365 Kids From Garanimals365 Kids from Garanimals Girls Ruched Long Sleeve Graphic T-shirt, Sizes 4-10",https://www.walmart.com/ip/365-Kids-from-Garanimals-Girls-Ruched-Long-Sleeve-Graphic-T-shirt-Sizes-4-10/394214289
1,"Disney PrincessDisney Princess Girls Socks, 20 Pack Socks Sizes 4/6 - 6/8",https://www.walmart.com/ip/Disney-Princess-Girls-Socks-20-Pack-Sizes-4-6-6-8/398886073?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:xQZlolo3ybZim6DhUMRIgeDBr5YDeww2zAoaYLLzzZVIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA9utaGsnt8jCyroD_2b4JK1OUkVRkqam-Micp8bTA1gU3aFZCMVRxXNGYPCn89XFvVUGpKaGwowvAT0o0_m3eZMfMihmgZTEnn9ZvbM-gNZmlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=&wpa_aux_info=&wpa_pos=2&wpa_plmt=1145x1145_T-C-IG_TI_1-6_HL-INGRID-GRID-NY&wpa_aduid=a700ed33-077e-4b60-88fe-5d0b5227a3d0&wpa_pg=browse&wpa_pg_id=5438_7712430_1660851&wpa_st=__searchterms__&wpa_tax=5438_7712430_1660851&wpa_bucket=__bkt__
2,"Athletic WorksAthletic Works Girls 1/4 Zip Micro Polar Fleece Pullover and Sweatpants, 2-Piece Set, Sizes 4-18 & Plus",https://www.walmart.com/ip/Athletic-Works-Girls-1-4-Zip-Micro-Polar-Fleece-Pullover-and-Sweatpants-2-Piece-Set-Sizes-4-18-Plus/993002348
3,"Wonder NationWonder Nation Girls Holiday Short Sleeve Play Dress, 2 Pack, Sizes 4-18 & Plus",https://www.walmart.com/ip/Wonder-Nation-Girls-Holiday-Short-Sleeve-Play-Dress-2-Pack-Sizes-4-18-Plus/638611093
4,"Wonder NationWonder Nation Girls Sequin Popover Holiday Christmas Jumpsuit, Sizes 4-18 & Plus",https://www.walmart.com/ip/Wonder-Nation-Girls-Sequin-Popover-Holiday-Christmas-Jumpsuit-Sizes-4-18-Plus/778953244
5,"DKNYDKNY Girls Bra, 2 Pack Seamless Bralette Sizes S - XL",https://www.walmart.com/ip/DKNY-Girls-Bra-2-Pack-Seamless-Bralette-Sizes-S-XL/879240660
6,"Pink PlatinumPink Platinum Girls Tie Dye Printed Puffer Jacket, Sizes 4-16",https://www.walmart.com/ip/Pink-Platinum-Girls-Tie-Dye-Printed-Puffer-Jacket-Sizes-4-16/232732592
7,"Signature by Levi Strauss & Co.Signature by Levi Strauss & Co. Girls High Rise Ankle Straight Jeans, Sizes 7-18",https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Girls-High-Rise-Ankle-Straight-Jeans-Sizes-7-18/534429086
8,Holiday TimeHoliday Time Toddler Girls' Polar Bear Sweater,https://www.walmart.com/ip/Holiday-Time-Baby-Toddler-Girls-or-Boys-Unisex-Holiday-Christmas-Sweater/946823618
9,"Athletic WorksAthletic Works Girls Printed 1/4 Zip Micro Polar Fleece Pullover, Sizes 4-18 & Plus",https://www.walmart.com/ip/Athletic-Works-Girls-Printed-1-4-Zip-Micro-Polar-Fleece-Pullover-Sizes-4-18-Plus/213630005
